final_text,label
perusahaan daerah air minum tanjungsari sumedang sudah bulan lebih air tidak mengalir ke wilayah komplek perum altha regency tapi tagihan tetap berjalan tidak ada penanganan petugas di lapangan hanya cek meteran saja tidak ada tindakan penanganan air tidak mengalir,MEDIUM
jalan rusak dan berlubang jalan umum yang status jalannya masuk ke desa kaduwulung kecamatan situraja kabupaten sumedang jawa barat tapi posisi jalan lebih sering di lewati warga dusun sahang desa dayeuhluhur kecamatan ganeas kabupaten sumedang jalan tersebut sudah belasan tahun di biarkan rusak warga dusun sahang yang sudah mulai resah dengan kerusakan jalan tersebut sudah mengajukan perbaikan ke desa namun tida ada tanggapan saya berharap dari pihak pemprov jabar bisa membantu perbaikan jalan tersebut yang kurang lebih hanya berjarak km karena dapat membahayakan pengguna jalan terutama pendatang karena kondisi jalan yang rusak dan tidak ada penerangan lampu jalan sama sekali terlebih lagi akan segera datang hari raya idul fitri dimanna pasti banyak para pemudik belum lagi saat ini musim hujan jalan yang licin sering mengakibatkan kecelakaan saya memohon kepada pemprov jabar untuk segera di tindak lanjuti lokasi kejadian kabupaten sumedang situraja kaduwulung lokasi jalan rusak desa kaduwulung kecamatan situraja kabupaten sumedang jalan yang sering di lewati warga dusun sahang desa dayeuhluhur kecamatan ganeas aduan ini menjadi kewenangan pemerintah daerah kab sumedang,HIGH
terdapat beberapa ruas jalan kol achmad syam rusak tolong diperbaiki jalan kol ahmad syam desa sayang kecamatan jatinangor sumedang jawa barat karena terdapat lubang lubang besar yang membahayakan pengguna kendaraan bermotor terutama dititik koordinat,HIGH
saluran gorong gorong yang tersendat assalamu alaikum selamat sore kak saya mau melaporkan bahwa di alamat saya dsn tunggul hideung desa ciptasari kecamatan pamulihan kabupaten sumedang ada saluran gorong gorong yang tersendat yang menimbulkan banjir di jalan raya dan luber ke tempat usaha saya yang posisinya berada lebih rendah dari jalan raya berikut saya lampirkan bukti namun dalam keadaan sudah mulai surut,MEDIUM
membuat kartu keluarga katanya bisa membuat kartu keluarga secara online di aplikasi tahu sumedng tapi kok punya saya di batalkan terus ya begimana ini teh saya tidak ada waktu mengurus secara online tolong lah di permudah giliran menyalahkan pemerintah malah tidak mau giliran di turutin aturan nyah malah di persulit di per susah,LOW
lampu pju mati assalamualaikum saya warga rt kel situ sumedang memohon agar pju yang ada di lingkungan kami agar segera diperbaiki demi kenyamanan dan keamanan pengguna jalan terimakasih lokasi kejadian kab sumedang sumedang utara situ pertigaan jalan angkrek dengan jalan statistik sumedang aduan ini menjadi kewenangan pemerintah kabupaten sumedang,MEDIUM
kecewa dengan sop dpmptsp kab sumedang tentang pemenuhan komitmen kbli lpk rienri aysha globalindo yang beralamat di cluster jatigeulis blok a kel jatiroke kecamatan jatinangor kabupaten sumedang sangat kecewa dengan tidak profesionalnya pelayanan dari dpmptsp kabupaten sumedang yang mana pada persyaratan pemenuhan komitmen kbli di persyaratan no yang berbunyi melampirkan tanda bukti kepemilikan atau sewa atas sarana dan prasarana usaha pelatihan kerja berupa dokumen bukti kepemilikan atau sewa bermaterai cukup tetapi di akhir kami di minta tentang imb pbg dan slf yang jelas jelas tidak tertulis di persyaratan saat ini usaha kami terganggu karena tidak memiliki imb yang peruntukannya untuk usaha melainkan perumahan hunian jika sedari awal di tulis dengan cermat di persyataran kami pastinya akan lebih berhati hati dalam pemilihan lokasi usaha dan dari disnaker pun karena persyaratan kami sudah standar dengan permenaker no tahun rekomendasipun di berikan oleh pihak disnaker kabupaten sumedang besar harapan kami akan adanya solusi dari permasalahan yang saya hadapi mengingat kerugian yang terjadi karena kesalahan dari oss tentang persyaratan perizinan karena kami sudah menginvestasikan usaha kami di alamat saat ini yang tercantum di nib,LOW
rumah tidak layak huni sudahmau roboh ibu bapak yang ter saya mau pengaduan tentang bantuan rumah tidak layak huni untuk di renovasi saya sudah melaporkan ke desa rancamulya kec sumedang utara sudah tahun tapi belum ada kelanjutan setiap di tanyakan ke desa alasannya belum ada anggaran saya minta tolong bantuannya bapak ibu sebelum ada korban jiwa tertimpa atap rumah,MEDIUM
uang kembalian dijadikan sumbangan kenapa banyak toko toko perbelanjaan ternama ketika ada kembalian kurang dari rupiah selalu ditanyakan untuk boleh didonasikan atau tidak orang beranggapan belum tentu uang tersebut benar benar didonasikan sehingga takutnya disalahgunakan,LOW
bantuan spam ds pamulihan kec situraja kab sumedang ada kegiatan bantuan spam di desa kami kami ingin bantuan tersebut bisa sesuai dengan speknya dan maksimal pemanfaatanya buat air bersih di desa kami kami komplain ke pemborong tapi masih belum didengar tentang galian pipa yañg dangkal uji alir untuk kuantitas air pengeboran dan ingin tahu bentuk speknya tapi tertutup tidak dikasih tau saya ingin bapa ibu dari bpkp untuk membantu memeriksanya dan tolong jangan sampai tahu kami yang mengadu ke bpkp lokasi kejadian kabupaten sumedang situraja pamulihan desa pamulihan kec situraja kab sumedang kode pos jawa barat aduan ini menjadi kewenangan pemerintah kab sumedang,MEDIUM
klarifikasi terkait laporan akun anonim yang menyebutkan pemilihan rukun tetangga rukun warga yang ada di perum lembu sari desa cilembu kepada dinas pemberdayaan masyarakat dan desa kami desa cilembu mengklarifikasi bahwa aduan atau laporan akun anomim dengan tracking id tersebut adalah tidak benar atau hoax karena pemilihan rukun tetangga dan rukun warga di perum lembu sari dilakukan secara demokrasi atau melalui pemilihan foto ada dilampiran kemudian untuk masalah laporan keuangan di tingkat rukun warga dan rukun tetangga pihak desa sudah menyarankan kepada tiap rukun tetangga dan rukun warga untuk melakukan laporan keuangan di rukun tetangga dan rukun warga nya masing masing,LOW
bangunan liar warung liar di bawah jembatan tol cimalaka minta tolong dikondisikan ada warga yang membangun warung dan bangunan dibawah kolong jembatan tol cisumdawu berlokasi di desa licin cimalaka dekan man cimalaka saya orang cimalaka tidak pernah ada bangunan apapun namun tiba tiba ada oknum yang seenaknya membangun liar tolong segera dibereskan sebelum bangunan di kolong jembatan semakin banyak,MEDIUM
permintaan hasil keputusan pasca longsor di desa cisalak menindaklanjuti hasil musyawarah pada hari selasa tanggal bulan juni dimohon oleh kepala desa cisalak an warga desa cisalak tentang bagaimana hasil musyawarah tersebut apakah lokasi bekas longsor sudah aman mengingat keiingiman warga kehusunya warga dusun marasa menginginkan adanya jalan alternatif melalui lokasi bekas longsor tersebut,MEDIUM
gaji dan sertifikasi guru mohon diperiksa dan ditindaklanjuti gaji dan sertifikasi guru daerah jawab barat khususnya kab sumedang belum cair dan selalu diundur sampai sekarang,MEDIUM
jalan yang hancur jalan ini adalah jalan alternatif yang menghubungkan dua kabupaten yaitu kabupaten indramayu dan kabupaten sumedang jalan ini terletak di wilayah kabupaten sumedang tepatnya di kecamatan buah dua desa ciawitali jalan ini jalan yang berguna untuk warga sekitar dan warga diluar kabupaten sumedang untuk berwisata di daerah sumedang lokasi kejadian kabupaten sumedang buah dua ciawitali jalan burujul sanca jalan alternatif kabupaten sumedang dan indramayu kewenangan pemerintah daerah kabupaten sumedang,HIGH
kerumitan dan ketidakjelasaan pelayanan pendaftaran bphtb di bapenda kabupaten sumedang pada senin maret saya datang ke kantor bapenda kabupaten sumedang dengan maksud untuk mengurus bphtb waris namun ternyata menurut petugas yang bernama bpk dendi pelayanan bphtb hanya bisa dilakukan secara online dan petugas tsb mengarahkan saya untuk mengurus melalui ppat wilayah sumedang karena yang memiliki akun untuk akses pengurusan bphtb online hanya ppat kemudian pada hari itu juga saya menghadap ke ppat dedeh dan sayamenyampaikan hendak menguris bphtb waris namun beliau menginformasikan untuk pengurusan bphtb waris harus ke kantor bapenda kabupaten sumedang langsung dengan alasan karena saya mengajukan melalui perorangan dan tidak ada hubungan dengan ppat masih di hari yang sama saya kembali ke kantor bapenda kabupaten sumedang dan menemui petugas yang sama yang melayani saya pada awal cerita saya menyampaikan uraian pada poin diatas dan kemudian petugas tsb menyarankan untuk ke kantor camat terkait lokasi objek selaku ppats dan disebut memiliki kewenangan pengurusan bphtb masih pada hari tsb saya datang ke kantor kecamatan pamulihan kabupaten sumedang dan saya menyampaikan kepada petugas kecamatan tsb hendak mengurus bphtb namun menurut petugas tsb kecamatan tidak berwenang mengurus bphtb alias tidak bisa hari selanjutnya saya mencoba mendatangi ppat lain dan mendapatkan informasi bahwa saya harus mengkonsultasikan kembali ke kantor bapenda kabupaten sumedang poin yang saya ingin sampaikan adalah bahwa dalam pelayanan di kantor bapenda kabupaten sumedang sangat rumit berbelit belit tidak jelas dan menunjukkan bahwa instansi tersebut tidak melakukan koordinasi kpd pihak terkait mengenai penerapan sistem bphtb tersebut hal ini jelas membuang waktu tenaga dan pikiran saya secara percuma sehingga sudah sewajarnya saya mengajukan pengaduan ini agar dapat ditindak lanjuti segera adapun yang saya harapkan adalah kemudahan dalam proses pelayanan publik di kemudian hari di wilayah manapun senin april kpd bpk dendi yang sudah memberikan penjelasan perihal bphtb online bahwa seharusnya ppat wilayah sumedang wajib membantu pendaftaran bphtb tsb dan saya dapat mengerti kondisi dan aturan tersebut namun sebagai masukan tambahan seharusnya bukan hanya ppat yang diberikan kewenangan tsb karena setelah saya telusuri lebih lanjut terdapat beberapa ppat yang menolak secara halus permohonan pendaftaran bphtb dengan berbagai alasan seharusnya pemohon perorangan juga dapat diberikan akses untuk mendaftar langsung agar mempermudah hal seperti ini kedepannya sehingga sistem tsb dapat memberikan manfaat juga bagi masyarakat umum dan selanjutnya semoga pembuat kebijakan tsb mau mengevaluasi secara komperhensif dan mau mempertimbangkan masukan ini,LOW
jalan bahaya lokasi sumedang jalan raya jatinangor jalan kolonel ahmad syam dan jalan sayang semakin padat jalan semakin rentan kecelakan jadi perlu keamanan lebih tolong penuhi hal berikut hak bagi pejalan kaki seperti fasilitas trotoar zebra cross bahkan rambu lalu lintas tidak terpenuhi padahal berbahaya jalan landai dan sempit saya sebagai pejalan kaki sering menyebrangi jalan yang landai sehingga tiba tiba motor muncul dari hilir jalan penjaga jalan tidak ada padahal daerahnya ada markas polisi tolong penuhi,HIGH
lampu pju mati lampu pju mati di depan apotek amalia,MEDIUM
perusahaan daerah air minum kabupaten sumedang terjadi kejanggalan biaya lonjakan penggunaan layanan penagihan pada perusahaan daerah air minum id pelanggan an h joko s di periode dan periode sementara penggunaan air tidak digunakan secara wajar hampir tidak pernah digunakan tempat tersebut sudah kosong selama bulan dan penggunaan debit air dirasa tidak digunakan selama bulan terakhir mohon petugas memastikan pengecekan kondisi alat ukur dan validitas harga terhadap nilai yang ditagihkan karena mengakibatkan kerugian bagi pelanggan demikian,LOW
pembebasan lahan di daerah ujungjaya untuk kawasan industri di ujungjaya perkembangannya sudah sampai mana bapak soalnya saya kan tinggal didaerah sana tepatnya di desa cibuluh dan katanya proses pembebasan lahan nya sedang berjalan apakah benar bapak,LOW
laporan pelayanan kesehatan hewan maaf mau nanya kalo untuk steril kucing betina berapa di uptd,LOW
warga buang sampah sembarangan akibat tps cipacing resik yang dibangun dengan anggaran juta tidak beroperasi janji dlh sampah akan diangkut ke tps cibereum belum direalisasikan yth menteri pupr menteri lingkungan hidup dan kehutanan gubernur jawa barat bupati sumedang kepala dinas pekerjaan umum dan tata ruang kabupaten sumedang kepala dinas lingkungan hidup ketua kpk kami sudah melaporkan perihal pembakaran sampah di samping makam desa cipacing sebanyak x namun responnya tidak optimal masih sebatas janji laporan pertama laporan kedua kami sampaikan lagi bahwa di desa cipacing sudah dua bulan terakhir ini warga disekitar perumahan jatinangor city park janati park terutama cluster mengeluhkan asap dari pembakaran sampah yang terjadi di makam di samping cluster dokumentasi terlampir pembakaran sampah ini terjadi akibat dari warga yang membuang sampah sembarangan dikarenakan lokasi tempat pembuangan sampah sebelumnya telah dibangun tempat pengelolaan sampah tps r yang dibangun di desa cipacing kecamatan jatinangor yang menggunakan anggaran sebanyak juta dokumentasi terlampir namun tps tersebut tidak beroperasi sehingga masyarakat tidak bisa membuang sampah di tps tersebut dan justru membuang sampah dilokasi lain yang dekat dengan pemukiman masyarakat dan membakarnya pembakaran sampah ini juga patut diduga sebagai dampak dari pembangunan tempat pengelolaan sampah tps diarea tempat pembuangan sampah sebelumnya namun belum dikelola sesuai ketentuan sehingga warga sekitar tidak lagi memiliki tempat pembuangan sampah dan akhirnya beralih membuang sampah dan membakarnya diarea pemakaman yang berdekatan dengan pemukiman warga dan menimbulkan asap pekat yang membahayakan kesehatan warga sekitar dari pagi hingga malam selalu ada sampah yang dibakar disekeliling pemukiman cluster dan asap yang ditimbulkan sangat parah bahkan hingga menyebabkan kabut asap ke pemukiman warga sehingga dapat membahayakan kesehatan warga sekitar lokasi pembakaran sampah yang paling parah terletak didalam makam desa cibeusi cipacing yang asapnya berpotensi membahayakan kesehatan masyarakat sekitar pada laporan yang kedua admin menyampaikan bahwa dinas lingkungan hidup dan kehutanan akan melakukan penanganan mengangkut timbulan sampah untuk diangkut ke tpas cibereum berkoordinasi dengan pemerintah desa cipacing untuk memberdayakan kpp kelompok pemberi manfaat tpsr di desa cipacing akan melaksanakan sosialisasi ke masyarakat terkait dengan pengelolaan sampah namun kenyataannya hingga hari ini belum ada tindak lanjut dari dinas lingkungan hidup dan kehutanan oleh karena itu dimohon bantuannya agar dlhk memenuhi janjinya untuk melakukan penanganan mengangkut timbulan sampah untuk diangkut ke tpas cibereum berkoordinasi dengan pemerintah desa cipacing untuk memberdayakan kpp kelompok pemberi manfaat tpsr di desa cipacing melaksanakan sosialisasi ke masyarakat terkait dengan pengelolaan sampah,MEDIUM
saudara mempunyai gangguan mental kejiwaan pagi admin perkenalkan nama saya hadi warga kel wates kecamatan bandung kidul bermaksud membuat laporan dan saran kakak saya yang bernama lira oktora dengan nik mengalami gangguan mental kejiwaan dari sekitar tahun sampai sekarang mau meminta saran karna kondisi ekonomi keluarga sudah tidak bisa melanjutkan untuk kakak saya berobat apakah kita bisa mengajukan subsidi berobat gratis untuk kakak saya kakak saya sekarang berdomisili di kab sumedang di desa mekarbakti atau apa yang harus kita lakukan agar kakak saya bisa berobat lagi dan bisa membaik lagi karna dulu pas masih berobat kondisi kakak saya tidak separah kondisi sekarang kondisi sekarang kakak saya suka marah marah dan suka lempar lempar barang mohon arahan dan solusi terbaiknya admin terimakasih lokasi kejadian kabupaten sumedang pamulihan mekarbakti perumahan mekarbakti village blok b aduan ini menjadi kewenangan pemerintah daerah kabupaten sumedang,MEDIUM
bangunan dinding bantaran sungai cipeles sumedang jamban girimukti dengan terjadi nya intensitas curah hujan yang sangat tinggi pada saat memasuki musim penghujan yang dimana debit saluran air cipeles telah mengikis bagian tepi dinding penahan air rumah penduduk di dusun jamban rukun tetangga desa girimukti kec sumedang utara yang dimana saat ini kondisi dinding tersebut telah roboh dan sangat membahayakan bagi keselamatan masyarakat berikut rumah penduduk disekitar titik lokasi tersebut berada di blok sawah bantaran sungai cipeles dusun jamban rukun tetangga rukun warga desa girimukti kecamatan sumedang utara kabupaten sumedang sehubungan dengan hal tersebut diatas mohon kiranya agar menjadi perhatian dari pihak pemerintah kab sumedang dan khususnya dari dinas bina marga dan sumber daya air agar dapat diupayakan segera dilakukan perbaikan mengingat dari sejak maret sampai dengan saat ini juli belum tersentuh perbaikan sama sekali oleh pihak pemerintah kabupaten sumedang,HIGH
pohon kawung aren tumbang menutup jalan propinsi sumedang subang pada hari senin april pukul wib cuaca extreme hujan dengan intensitas tinggi mengakibatkan pohon kawung aren menutup jalan propinsi,HIGH
pengaduan kenapa kartu keluarga saya di disdukcapil tidak aktif dan ketika di cek di aplikasi identitas kependudukan digital ikd ternyata di situ keterangan nya dokumen kartu keluarga tidak dimiliki,LOW
mohon perbaikan jalan dipermaklumkan saya adalah salah satu warga masyarakat desa cijeungjing kecamatan jatigede kabupaten sumedang sebagaimana kita ketahui bersama bahwa setelah selesainya pembangunan waduk jatigede daerah di sekitar genangan bermunculan tempat tempat yang dijadikan destinasi wisata yang dikunjungi oleh banyak wisatawan terutama pada hari libur dan akhir pekan bahkan pemerintah daerah kabupaten sumedang telah mencanangkan waduk jatigede sebagai salah satu destinasi wisata utama di kabupaten sumedang bahwa dalam pariwisata kita mengenal prinsip a atraksi aksesibilitas dan amenitas agar destinasi wisata dapat berkembang optimal dan diminati oleh wisatawan karena sebagaimana kita maklum setiap wisatawan mengharapkan setiap kunjungan wisatanya berkesan nyaman menyenangkan dan dapat dikenang namun pada kenyataannya saat ini prinsip aksesibilitas sama sekali tidak mendukung kawasan waduk jatigede menjadi destinasi wisata utama di kabupaten sumedang demikian ini ruas jalan tolengas jatigede kondisinya rusak parah sejak dipergunakan oleh bbws cimanuk cisanggarung sebagai jalur angkutan material batu untuk pembangunan bendungan cipanas dan diperparah oleh menjamurnya usaha usaha penggilingan batu di wilayah desa tolengas desa marongge dan desa darmawangi seluruhnya di wilayah kecamatan tomo menambah kesan kumuh di sepanjang jalur jalan tolengas jatigede yang merupakan jalur utama menuju kawasan wisata waduk jatigede dari arah exit toll kertajati kabupaten majalengka dapat saya sampaikan juga akibat dari menjamurnya usaha usaha penggilingan batu tersebut suplai material batu diangkut menggunakan truk truk dari quarry gunung julang yang berada di wilayah kecamatan cisitu eks quarry batu proyek waduk jatigede dan bendungan cipanas melalui jalan lingkar utara waduk jatigede masuk ke jalan pemukiman desa kadujaya dan desa cijeungjing kecamatan jatigede sehingga jalur jalan pemukiman tersebut menjadi rusak parah sulit dilalui kendaraan kecil dan sangat berbahaya bagi pengendara sepeda motor berkenaan hal tersebut di atas dengan ini kami mohon perbaikan ruas jalan tolengas jatigede ruas jalan pemukiman desa kadujaya dan desa cijeungjing yang berstatus jalan pln plta parakankondang kiranya dapat dimohon agar dapat menjadi jalan kabupaten atau jalan desa sehingga pemerintah daerah dapat mengalokasikan anggaran untuk perbaikannya menutup quarry gunung julang yang diduga menjadi galian ilegal menertibkan usaha usaha penggilingan batu di sepanjang ruas jalan tolengas jatigede sehingga apabila nanti ruas jalan tersebut telah diperbaiki tidak terkesan kumuh dan kotor demikian kiranya dapat menjadi masukan yang bermanfaat bagi pembangunan khususnya di kabupaten sumedang,HIGH
jalan rusak berlubang membahayakan nyawa mesin kendaraan jalan rusak berlubang mulai dari di depan jalan pasar domba sd ciluluk jalan pamagersari jalan tanjungsari haurgombong jalan menuju perum tanjungsari tolong agar segera di perbaiki karena membahayakan nyawa dan merusak mesin kendaraan mohon agar secepatnya di perbaiki atas respon secepatnya,HIGH
pengaduan pengajuan sip di mpp digital selamat siang saya mau mengajukan pengaduan saya sempat mengajukan sip di kab sumedang di rs harapan keluarga tapi sempat error dan tidak masuk ke sisdmk rs harapan keluarga di data akun saya pun kosong saat ini saya mau membatalkan pengajuan tidak bisa karena kebutuhan membuat sip ditempat lain riwayat pengajuan yang sebelumnya error masih terdeteksi ada oleh dinkes setempat tapi tidak bisa saya batalkan pengajuannya di mpp digital karena tidak ada di akun saya mohon bantuannya untuk menutup atau membatalkan pengajuan ke rs harapan keluarga tersebut karena saya tidak bisa mengakses pengajuannya di aplikasi saya kosong,LOW
peredaran miras di sumedang saya sudah beberapa kali melaporkan ada peredaran miras di kabupaten sumedang banyak toko jamu yang menjual miras terutama sebrang kopti sumedang tapi tidak ada tindak lanjut hingga saat ini membuat stigma negatif bahwa mereka mungkin dibekingi aparat apalagi pas malam takbiran idul fitri maret kemarin,LOW
permintaan di sistem ppid kabupaten sumedang tiba tiba selesai tanpa ada jawaban apapun meminta informasi kepada bupati sumedang sebagai penanggung jawab dan yang mengangkat ketua baznas kabupaten sumedang kami sebagai umat meminta lpj baznas kabupaten sumedang tapi tiba tiba sistem menyatakan selesai tanpa ada jawaban apapun,LOW
kesalahan pemberian sppt sehingga sppt menunggak dikarenakan pihak kelurahan situ sumedang utara salah memberikan nomor sppt sehingga selama bertahun tahun ini saya membayar sppt milik orang lain dengan nomor seharusnya nomor sppt saya saat ini saya diminta untuk membayar ulang karena pemilik sppt tidak membayar seperti yang daya lakukan saat ini pihak bapenda mengharuskan saya untuk melunasi tagihan sppt tagihan yang diberikan pada saya merupakan tagihan milik orang lain dengan nama yang sama tanpa memperlihatkan blok tolong solusinya,LOW
jalan rusak tolengas sampe situgede mohon untuk perbaikan jalan antara tolengas sampai ke cijenjing jalan rusak parah banyak truk pasir besar akses untuk pelayanan kesehatan dan publik menjadi susah padahal bandara kertajati sudah beroperasi setidaknya dapat mendukung pertumbuhan ekonomi karena menjadi jalan alternatif dari wado jika ingin ke bandara dan menjadi jalur utama destinasi situgeda dan masjid al kamil mohon perhatian sudah lama jalan rusak,HIGH
di duga ada permainan nilai dan grativikasidi sdn tanjugsari sumedang ada pergeseran nilai rangking di sdn tanjungsari sumedang yang beralamat di jalan raya tanjungsari no jatisari kec tanjungsari kabupaten sumedang jawa barat nepotisme dan grativikasi sehingga murid yang ikut les kepada gurunya bisa rangking dan sering mendapat bocoran soal ujian terutama di kelas a hal ini banyak di keluhkan oleh para orang tua murid tapi tidak berani melapor karena ada kedekatan antara kepala sekolah wali murid yang mengadakan les privat dengan orang tua murid bersangkutan mohon di ada investigasi secara mendalam agar dunia pendidikan bersih dari grativikasi sehingga generasi penerus bangsa bisa menjadi generasi yang sehat dalam berpikir bebas kkn terimakasih,MEDIUM
truk meresahkan pengguna jalan lain banyaknya kejadian yang melibatkan truk sepanjang jalan sumedang jatinangor apa dikabupaten sumedang tidak bisa untuk jam operasional truk truk besar dibatasi saat jam ramai pagi sore dan diatur seperti daerah lain yang memperbolehkan truk hanya beroperasi pada malam hari jam wib apa yang membuat kabupaten sumedang tidak bisa menerapkan pelaturan tersebut seperti daerah lain coba disimak baik baik semua lampiran yang saya lampirkan bapak sudah sangat meresahkan warga sekitar,HIGH
tak ada tps tumpukan sampah pun jadi sebagai warga yang tinggal di kawasan pendidikan jatinangor bahkan tinggal berdekatan dengan kampus ipdn gedung yang tinggi di foto adalah perpustakaan ipdn sangat disayangkan jika di sini tidak ada tps yang memadai untuk mengakomodasi sampah warga alhasil sampah ditumpuk di pinggir jalan yang sering dilalui warga apalagi akses jalan ini adalah jalan menuju sdn cibeusi dan kantor desa cibeusi sudah sempat ditanyakan ke pihak kantor desa cibeusi terkait hal ini lalu jawabannya katanya tidak ada lahan untuk tps padahal di sekitaran area tsb masih ada lahan warga mungkin karena lahan milik pribadi jadi tidak bisa dimanfaatkan untuk pembangunan fasum besar harapan ada pembangunan tps r yang lebih memadai dengan alih kepemilikan lahan menjadi pemerintah untuk dijadikan fasum hatur nuhun lokasi kejadian kabupaten sumedang jatinangor cibeusi akses jalan menuju sdn cibeusi dan kantor desa cibeusi di balik benteng ipdn yang ada gedung perpustakaan depan bangunan tempat tinggal warga aduan ini kewenangan dinas lingkungan hidup kabupaten sumedang,MEDIUM
rangka bando depan smkn sumedang mau roboh selamat pagi saya warga sumedang setiap hari melewati jalan jalan mayor abdurahman sumedang merasa risih melihat rangka bando yang melintang diatas jalan tersebut kondisinya sudah kropos dan sudah ada yang lepas mohon kepada dinas bappenda sumedang untuk segera mengambil langkah langkah nyata sebelum rangka bando tersebut roboh dan menimpa pengguna jalan saya tidak butuh balasan yang sifatnya hanya basa basi tapi butuh aksi nyata semata mata untuk keselamatan warga terimakasih,HIGH
bpkb hilang untuk bapenda jabar saya mohon di tindak lanjuti ke samsat sumedang saya pemilik motor honda astrea grand tahun pada tahun kemarin waktu ada program bbn gratis saya balik nama motor saya melalui orang samsat sumedang dengan nama bapak engkos orangnya berkumis saya sampai sekarang belum menerima bpkb hanpir sudah tahun saya pernah datang ke samsat sumedang menanyakan ke bapak engkos dia ngasi penjelasan ke saya kayanya bpkb tertukar atau hilang di samsat saya bingung motor saya jadi tidak ada bpkbnya padahal motor saya tidak bodong boleh di cek plat no z cza mohon untuk bapenda jabar kasih solusi ke saya dan samsat sumedang karena saya merasa sudah di rugikan,LOW
permohonan bantuan benih ikan untuk mendapatkan nilai tambah penghasilan apakah anggota kelompok tani bisa mendapatkan bantuan benih ikan bapak makasih,LOW
